Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE A  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE A END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE A END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE B  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE B END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE B END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE C  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE C END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PMV ZONE OFFICE WHOLEBUILDING - SM OFFICE C END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE A  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE A END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE A END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE B  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE B END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE B END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE C  - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE C END_A - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Zone Thermal Comfort Fanger Model PPD ZONE OFFICE WHOLEBUILDING - SM OFFICE C END_B - STORY GROUND OFFICE WHOLEBUILDING - SM OFFICE PEOPLE(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2012/06/01 11:00:00,12.371264755333204,0.0,3.034996854890669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17922247566930477,0.0840649459646842,0.016916155479267198,0.29002517150066437,0.20317202588854352,0.13681173786140693,0.15239045135824342,0.0663734467852231,-0.0038855186854744217,5.66585645287401,5.146334936662669,5.005923654967006,6.7474796005910775,5.856040754470158,5.387782961214697,5.481219528326434,5.09121270014866,5.000312520948526,12.371264755333204,12.371264755333204,0.0,13.745849728148002,0.0,12.371264755333204,13.745849728148002
2012/06/01 12:00:00,11.666982099652085,0.0,2.452255195781877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25007705951597875,0.1635458731007961,0.10184699018517375,0.30279060648100536,0.257452296154692,0.2094156864580564,0.2232737884433806,0.14638293003792022,0.08210991147985572,6.298086879183941,5.554336720734867,5.214821816316444,6.9052761813318995,6.375995735889603,5.909562983193709,6.034190093210583,5.443991347749176,5.1396056606998854,11.666982099652085,11.666982099652085,0.0,12.96331344405787,0.0,11.666982099652085,12.96331344405787
2012/06/01 13:00:00,14.73987741408865,0.0,2.5293212804266263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41125593787225345,0.370593997063826,0.3044339419677085,0.38911356410732856,0.37311341586895935,0.33900362191069405,0.3654338259746424,0.32123476758728553,0.2551402489477753,8.525155698838049,7.859178634398418,6.926090317343096,8.15373723375808,7.898390593121832,7.39045385420053,7.7797109937851445,7.14544372034203,6.351326093395144,14.73987741408865,14.73987741408865,0.0,16.377641571209608,0.0,14.73987741408865,16.377641571209608
2012/06/01 14:00:00,15.350398031686671,0.0,4.189164028682923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4045521199804964,0.4050044574146964,0.3697984094124067,0.3947268858554774,0.3995248443309482,0.3752468311863441,0.39253425483955734,0.3884575010036438,0.35521187762696593,8.41049079969855,8.418167229896312,7.846852422455555,8.245911291660434,8.325764483248392,7.931806506622323,8.20974669908395,8.14305218161634,7.6256401888661,15.350398031686671,15.350398031686671,0.0,17.05599781298519,0.0,15.350398031686671,17.05599781298519
2012/06/01 15:00:00,14.851104924586453,0.0,1.9976315325804794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36112865772525315,0.3541988518852936,0.3397416666494802,0.37035335256172375,0.3619943088834417,0.35090350699702905,0.35957010337077805,0.3499982154718291,0.33693357559693393,7.714278761699049,7.610613579540669,7.400920443523418,7.85544743019959,7.7273719735828195,7.562034474995102,7.690785649808291,7.548769791101876,7.361220913934744,14.851104924586453,14.851104924586453,0.0,16.501227693984948,0.0,14.851104924586453,16.501227693984948
2012/06/01 16:00:00,13.039681623249406,0.0,0.8304742859685531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32635199469549037,0.3136229476403218,0.30345599733423684,0.34345861329446287,0.3295450688913465,0.32156667864341526,0.32511053310459836,0.31076341199355,0.3021898202141533,7.214630582682702,7.044582132812209,6.913690118661748,7.453984103842558,7.258364805938953,7.149897617738674,7.1977435437299135,7.007325518668566,6.897695261292839,13.039681623249406,13.039681623249406,0.0,14.488535136943783,0.0,13.039681623249406,14.488535136943783
2012/06/01 17:00:00,8.587213822900267,0.0,5.223100661774682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2912257614258587,0.3247961444913148,0.271263258692137,0.3068859641336717,0.34134037979568693,0.28864185672692344,0.29100141101269394,0.32372391086786867,0.27125004943736303,6.762027060558481,7.193477429141311,6.528045374373079,6.957359495770788,7.423671959448626,6.730793544820642,6.75930399833733,7.178959213084639,6.527896111293259,8.587213822900267,8.587213822900267,0.0,9.541348692111406,0.0,8.587213822900267,9.541348692111406
2012/06/01 18:00:00,3.276159790014062,0.0,1.735549810106803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1879351752009934,0.21913263297953733,0.10121800287227668,0.2693986248290151,0.2935109412647955,0.19323642338847258,0.16410902063993468,0.21172122379388994,0.0836724372220113,5.732270850292821,5.996105458761562,5.212175411073574,6.507047950415668,6.789884632168167,5.774232356370106,5.558165337027376,5.929739116241009,5.144971192857128,3.276159790014062,3.276159790014062,0.0,3.6401775444600695,0.0,3.276159790014062,3.6401775444600695
2012/06/01 19:00:00,3.276159790014062,0.0,2.347583478920762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13968874268315015,0.14794410144752382,0.0041093721167166485,0.28910445148867847,0.2727973639232845,0.12953800347146088,0.13599751533352228,0.15071587862036492,0.003623976171167726,5.40427789046754,5.453521290859371,5.000349568349989,6.736364542376052,6.545430602759012,5.347615708720667,5.383177246794631,5.470691241266877,5.000271864035099,3.276159790014062,3.276159790014062,0.0,3.6401775444600695,0.0,3.276159790014062,3.6401775444600695
2012/06/01 20:00:00,6.020720646931297,0.0,2.567452166282691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07606130103848437,0.04224921536712926,-0.08858762034754218,0.2566576478197566,0.1987317549048824,0.058257214986141524,0.08214804628834131,0.04730043283895888,-0.08550039740158408,5.119790073440797,5.0369532740783995,5.162509711948587,6.367491442494611,5.818970000945157,5.070266182980006,5.139735405645993,5.046318518731951,5.151376731247751,6.020720646931297,6.020720646931297,0.0,6.689689607701441,0.0,6.020720646931297,6.689689607701441
2012/06/01 21:00:00,6.020720646931297,0.0,1.5356225432467885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074427379879434844,-0.06433963526083146,-0.16278302228467398,0.19173858413227376,0.08924074905834252,-0.014854227600209534,-0.001515001682415065,-0.07012724331995683,-0.17000113783198872,5.001146693570192,5.0857074547417085,5.549171485711653,5.762257329976492,5.164915664067465,5.004567570803715,5.000047512415534,5.1018239749838585,5.599016459181939,6.020720646931297,6.020720646931297,0.0,6.689689607701441,0.0,6.020720646931297,6.689689607701441
2012/06/01 22:00:00,5.480560856917232,0.0,1.6218228834749993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059332999349252194,-0.15422987474039693,-0.2400376428142171,0.1354386657867035,0.006607372469733199,-0.08411428341989753,-0.07049553400852582,-0.16468640663240705,-0.25076262355571405,5.072885642773542,5.492918868701167,6.195709129615864,5.380032031471345,5.000903731179989,5.146506808264419,5.1028965293393185,5.562104481943024,6.305232462268918,5.480560856917232,5.480560856917232,0.0,6.089512063241369,0.0,5.480560856917232,6.089512063241369
2012/06/01 23:00:00,5.180560856917232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1328190724729457,-0.24253501409455847,-0.3206609659786449,0.07487111255500647,-0.076079822527444,-0.1589964892075972,-0.14512116568112135,-0.2545359074747423,-0.33318379716235486,5.36546209201434,6.220780634348003,7.137754919458189,5.116069582785755,5.119848435149308,5.5238920255225,5.436363237459986,6.344914811916695,7.308730319937354,5.180560856917232,5.180560856917232,0.0,5.7561787299080365,0.0,5.180560856917232,5.7561787299080365
2012/06/02 00:00:00,5.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2111053451166355,-0.33542821447791227,-0.4085915205956944,0.020703046820133245,-0.16055265756073916,-0.23731931597391956,-0.2239110836887672,-0.34895795205291597,-0.42251885408154455,5.92432767847346,7.340076668270356,8.479351951991646,5.0088727393799815,5.534208907796781,6.1687170910953455,6.0401148740071875,7.5335704851748915,8.72213631090385,5.244,5.244,0.0,5.826666666666666,0.0,5.244,5.826666666666666
